"variable","tipo","n_valores_unicos","n_missing","pct_missing","min","max","media","mediana","desv_est","n_categorias","valor_mas_frecuente","frec_valor_mas_frecuente","prop_valor_mas_frecuente"
"P6590s1","numeric",319,121886,0.515378565569265,0,8e+06,23632.7190259308,0,83607.045287686,NA,NA,NA,NA
"P6600","integer",3,121886,0.515378565569265,1,9,1.96925278330367,2,0.219930076678105,3,"2",110784,0.966600355983667
"P6600s1","numeric",73,121886,0.515378565569265,0,8e+06,6955.08323735725,0,62728.9492189971,NA,NA,NA,NA
"P6610","integer",3,121886,0.515378565569265,1,9,1.97390325620354,2,0.215467225430998,3,"2",111277,0.9709018252888
"P6610s1","numeric",188,121886,0.515378565569265,0,4e+06,4716.22684361156,0,44127.2327181824,NA,NA,NA,NA
"P6620","integer",3,121886,0.515378565569265,1,9,1.99664956549052,2,0.199962334997368,3,"2",113628,0.991414511569469
"P6620s1","numeric",112,121886,0.515378565569265,0,6300000,1259.59847136424,0,32947.0930970796,NA,NA,NA,NA
"P6630s1","integer",2,121886,0.515378565569265,1,2,1.39508079433218,1,0.488870172465334,2,"1",69331,0.604919205667818
"P6630s1a1","numeric",1940,121886,0.515378565569265,0,3e+08,572949.357885688,120000,1403681.40076585,NA,NA,NA,NA
"P6630s2","integer",2,121886,0.515378565569265,1,2,1.78185530310962,2,0.412987985602737,2,"2",89610,0.781855303109622
"P6630s2a1","numeric",1148,121886,0.515378565569265,0,9e+07,255244.337093847,0,1018500.83689105,NA,NA,NA,NA
"P6630s3","integer",2,121886,0.515378565569265,1,2,1.8247216696332,2,0.380206652420144,2,"2",94523,0.824721669633197
"P6630s3a1","numeric",894,121886,0.515378565569265,0,350000844,144403.367526969,0,1221128.66110704,NA,NA,NA,NA
"P6630s4","integer",2,121886,0.515378565569265,1,2,1.97317034865459,2,0.161586041992154,2,"2",111537,0.973170348654591
"P6630s4a1","numeric",286,121886,0.515378565569265,0,1.3e+08,43582.7979530933,0,887798.978607218,NA,NA,NA,NA
"P6630s6","integer",2,121886,0.515378565569265,1,2,1.99819390639724,2,0.042459950054978,2,"2",114405,0.998193906397236
"P6630s6a1","numeric",91,121886,0.515378565569265,0,2.8e+07,2267.31915506228,0,153206.218734601,NA,NA,NA,NA
"P6750","numeric",1037,122931,0.519797207587379,0,1e+08,706075.240703734,5e+05,1263222.20370773,NA,NA,NA,NA
"P6760","integer",12,122434,0.517695709900295,1,12,1.0296938560808,1,0.555190879013825,12,"1",113667,0.996519497825782
"P550","numeric",424,223792,0.946274387098411,0,3.6e+08,4415464.3228396,3500000,7223028.7146391,NA,NA,NA,NA
"P6800","integer",122,0,0,1,130,45.0814171790036,48,15.5554974861366,NA,NA,NA,NA
"P6870","integer",9,0,0,1,9,3.98049032127122,2,3.31088720330211,9,"1",88514,0.374269549848202
"P6920","integer",3,1024,0.00432984634119527,1,3,1.61109931457401,2,0.512058873784464,3,"2",138118,0.58655308017021
"P7040","integer",2,0,0,1,2,1.95022790890409,2,0.217474205423691,2,"2",224727,0.950227908904092
"P7045","integer",57,224727,0.950227908904092,0,99,13.3642851074675,12,9.14612771180122,NA,NA,NA,NA
"P7050","integer",9,224727,0.950227908904092,1,9,4.05199218418146,4,1.23225486939612,9,"4",8640,0.734007306091241
"P7070","numeric",271,1463,0.00618609882536005,0,4.8e+07,17545.9967366549,0,240867.245862676,NA,NA,NA,NA
"P7090","integer",2,0,0,1,2,1.91062926536377,2,0.285278724316834,2,"2",215362,0.910629265363766
"P7110","integer",2,215362,0.910629265363766,1,2,1.55351059803179,2,0.497140130282946,2,"2",11699,0.553510598031794
"P7120","integer",2,215362,0.910629265363766,1,2,1.04631907645723,1,0.210180183849306,2,"1",20157,0.953680923542771
"P7140s1","integer",2,178207,0.753524342700573,1,2,1.39134686315212,1,0.488055921204589,2,"1",35479,0.608653136847884
"P7140s2","integer",2,178207,0.753524342700573,1,2,1.02540700965844,1,0.157359201564273,2,"1",56810,0.974592990341562
"P7150","integer",2,178207,0.753524342700573,1,2,1.58648848021135,2,0.492467159679638,2,"2",34187,0.586488480211353
"P7160","integer",3,178207,0.753524342700573,1,9,1.13497795543051,1,0.725937771730084,3,"1",53412,0.916299257175207
"P7310","integer",0,236498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P7350","integer",0,236498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P7422","integer",0,236498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P7422s1","numeric",0,236498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P7472","integer",0,236498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P7472s1","numeric",0,236498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P7495","integer",2,0,0,1,2,1.95046046901031,2,0.216992085003462,2,"2",224782,0.950460469010309
"P7500s1","integer",3,224782,0.950460469010309,1,9,1.40653806759986,1,0.505594749484307,3,"1",6974,0.595254353021509
"P7500s1a1","numeric",210,0,0,0,3e+07,19359.5799964468,0,202319.582371133,NA,NA,NA,NA
"P7500s2","integer",3,224782,0.950460469010309,1,9,1.68666780471151,2,0.484039545681655,3,"2",8013,0.683936497097986
"P7500s2a1","numeric",484,0,0,0,8e+07,21353.0988972422,0,283991.358069943,NA,NA,NA,NA
"P7500s3","integer",3,224782,0.950460469010309,1,9,1.87239672243086,2,0.367737902827243,3,"2",10181,0.868982587913964
"P7500s3a1","numeric",127,0,0,0,1.4e+07,2660.37514059343,0,74704.8112037639,NA,NA,NA,NA
"P7505","integer",2,0,0,1,2,1.82516554051197,2,0.379826251438627,2,"2",195150,0.82516554051197
"P7510s1","integer",3,195150,0.82516554051197,1,9,1.66861758730773,2,0.486283628917428,3,"2",27558,0.666489310244752
"P7510s1a1","numeric",323,0,0,0,2.4e+08,169294.615776871,0,1532097.07586145,NA,NA,NA,NA
"P7510s2","integer",3,195150,0.82516554051197,1,9,1.9741946406114,2,0.225551496730774,3,"2",40129,0.970518525684435
"P7510s2a1","numeric",128,0,0,0,2.5e+08,22280.0446515381,0,799231.141215723,NA,NA,NA,NA
"P7510s3","integer",3,195150,0.82516554051197,1,9,1.79082422366257,2,0.416595267684501,3,"2",32651,0.789663345264583
"P7510s3a1","numeric",682,0,0,0,1e+08,31698.8036220181,0,403101.284182776,NA,NA,NA,NA
"P7510s5","integer",3,195150,0.82516554051197,1,9,1.99639643997291,2,0.378276251662187,3,"2",40375,0.976468027474122
"P7510s5a1","numeric",140,0,0,0,4e+08,26114.6226860255,0,1763676.03757217,NA,NA,NA,NA
"P7510s6","integer",3,195150,0.82516554051197,1,9,1.66641675534488,2,0.649158147520739,3,"2",26379,0.637975234594176
"P7510s6a1","numeric",760,0,0,0,3.6e+08,33560.1383563465,0,979033.169587483,NA,NA,NA,NA
"P7510s7","integer",3,195150,0.82516554051197,1,9,1.84204798297378,2,0.431077300130062,3,"2",34505,0.834502273386863
"P7510s7a1","numeric",527,0,0,0,7e+08,65751.1786315208,0,2212126.50543261,NA,NA,NA,NA
"Pet","integer",1,0,0,1,1,1,1,0,1,"1",236498,1
"Oc","integer",1,0,0,1,1,1,1,0,1,"1",236498,1
"Des","integer",0,236498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ina","integer",0,236498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Impa","numeric",24656,7822,0.03307427546956,0,7e+07,953432.518369507,781242,1298329.23728493,NA,NA,NA,NA
"Isa","numeric",270,1463,0.00618609882536005,0,4.8e+07,17545.9952049687,0,240867.245973289,NA,NA,NA,NA
"Ie","numeric",501,121886,0.515378565569265,0,9e+06,36063.0988988964,0,127121.684685531,NA,NA,NA,NA
"Imdi","numeric",0,236498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iof1","numeric",140,0,0,0,33333333.3333333,2176.21855716852,0,146973.003131122,NA,NA,NA,NA
"Iof2","numeric",483,0,0,0,2.2e+07,21014.8296518357,0,231524.878204603,NA,NA,NA,NA
"Iof3h","numeric",421,0,0,0,20833333.3333333,18585.2529556269,0,162902.255036135,NA,NA,NA,NA
"Iof3i","numeric",657,0,0,0,1095416.66666667,2396.80453922086,0,17611.4781401266,NA,NA,NA,NA
"Iof6","numeric",210,0,0,0,3e+07,19359.5799964468,0,202319.582371133,NA,NA,NA,NA
"Cclasnr2","integer",1,210834,0.891483226073793,1,1,1,1,0,1,"1",25664,1
"Cclasnr3","integer",1,235377,0.99526000219875,1,1,1,1,0,1,"1",1121,1
"Cclasnr4","integer",1,233769,0.988460790366092,1,1,1,1,0,1,"1",2729,1
"Cclasnr5","integer",0,236498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cclasnr6","integer",1,236122,0.998410134546592,1,1,1,1,0,1,"1",376,1
"Cclasnr7","integer",1,236021,0.997983069624267,1,1,1,1,0,1,"1",477,1
"Cclasnr8","integer",1,233981,0.989357203866417,1,1,1,1,0,1,"1",2517,1
"Cclasnr11","integer",1,235968,0.997758966249186,1,1,1,1,0,1,"1",530,1
"Impaes","numeric",5069,209791,0.887073040786814,6667,5e+07,1274361.91358073,869453,1675893.82045529,NA,NA,NA,NA
"Isaes","numeric",116,235376,0.995255773833183,6000,4.8e+07,609946.95543672,255000,1683193.33177721,NA,NA,NA,NA
"Iees","numeric",210,233754,0.988397364882578,2000,8e+06,246619.128644315,180000,285248.05551015,NA,NA,NA,NA
"Imdies","numeric",0,236498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iof1es","numeric",94,236122,0.998410134546592,83,2.5e+07,664714.414893617,137500,2069437.12184392,NA,NA,NA,NA
"Iof2es","numeric",116,236020,0.9979788412587,737000,1.8e+07,2054299.9456067,1600000,1581622.21362438,NA,NA,NA,NA
"Iof3hes","numeric",182,234147,0.990059112550635,1667,1.4e+07,330669.296894938,2e+05,595729.384668454,NA,NA,NA,NA
"Iof3ies","numeric",79,236256,0.998976735532647,2500,8e+05,68302.2851239669,60000,68195.2352188423,NA,NA,NA,NA
"Iof6es","numeric",89,235968,0.997758966249186,50000,3e+07,863301.886792454,517500,1625561.33663565,NA,NA,NA,NA
"Ingtotob","numeric",29128,0,0,0,85833333.3333333,1020345.51897877,8e+05,1455614.34021655,NA,NA,NA,NA
"Ingtotes","numeric",5691,205075,0.867132068770138,83,5e+07,1205449.43713204,8e+05,1726484.3939889,NA,NA,NA,NA
"Ingtot","numeric",33269,0,0,0,85833333.3333333,1180511.09189265,880000,1550659.03178486,NA,NA,NA,NA
"Fex_c","numeric",73915,0,0,1.27709503745322,918.608881441077,68.322156442013,28.7770706013882,90.0416189293697,NA,NA,NA,NA
"Depto","integer",24,0,0,5,76,37.0886772826832,41,24.1053499508295,NA,NA,NA,NA
"Fex_dpto","numeric",44721,0,0,1.22781650607924,1703.02859964119,68.707424145049,29.2204856848899,93.3153136809452,NA,NA,NA,NA
