"variable","tipo","n_valores_unicos","n_missing","pct_missing","min","max","media","mediana","desv_est","n_categorias","valor_mas_frecuente","frec_valor_mas_frecuente","prop_valor_mas_frecuente"
"P6585s4a1","numeric",134,276374,0.705957781592284,0,1.3e+07,1510.0477179147,0,71343.3737665445,NA,NA,NA,NA
"P6585s4a2","integer",2,391123,0.999067659800556,1,2,1.96438356164384,2,0.185586287367113,2,"2",352,0.964383561643836
"P6590","integer",3,276374,0.705957781592284,1,9,1.86377851521101,2,0.38321655009416,3,"2",98953,0.8596087356881
"P6590s1","numeric",315,276374,0.705957781592284,0,8e+06,23728.2189221146,0,83590.2478867416,NA,NA,NA,NA
"P6600","integer",3,276374,0.705957781592284,1,9,1.96830098858523,2,0.221767071216151,3,"2",111161,0.96566012822072
"P6600s1","numeric",77,276374,0.705957781592284,0,8e+06,7136.71664610709,0,62769.2010775397,NA,NA,NA,NA
"P6610","integer",3,276374,0.705957781592284,1,9,1.97402574838855,2,0.216113081069366,3,"2",111772,0.970967910071755
"P6610s1","numeric",188,276374,0.705957781592284,0,4e+06,4719.80984936684,0,44226.1944950584,NA,NA,NA,NA
"P6620","integer",3,276374,0.705957781592284,1,9,1.99667286342235,2,0.200719859083449,3,"2",114123,0.99139114269333
"P6620s1","numeric",113,276374,0.705957781592284,0,6300000,1265.27702972708,0,33006.6629797446,NA,NA,NA,NA
"P6630s1","integer",2,276374,0.705957781592284,1,2,1.39294091074934,1,0.488406002848862,2,"1",69881,0.607059089250656
"P6630s1a1","numeric",1948,276374,0.705957781592284,0,3e+08,575449.419288733,150000,1405409.83018544,NA,NA,NA,NA
"P6630s2","integer",2,276374,0.705957781592284,1,2,1.78067828413573,2,0.413788820801281,2,"2",89867,0.780678284135726
"P6630s2a1","numeric",1155,276374,0.705957781592284,0,9e+07,257209.454783948,0,1022156.4531265,NA,NA,NA,NA
"P6630s3","integer",2,276374,0.705957781592284,1,2,1.82373125770975,2,0.381050303941976,2,"2",94823,0.823731257709749
"P6630s3a1","numeric",902,276374,0.705957781592284,0,350000844,145341.097894267,0,1219914.74320943,NA,NA,NA,NA
"P6630s4","integer",2,276374,0.705957781592284,1,2,1.97307017391455,2,0.161879085106495,2,"2",112014,0.973070173914554
"P6630s4a1","numeric",287,276374,0.705957781592284,0,1.3e+08,43646.2158990228,0,886745.265487477,NA,NA,NA,NA
"P6630s6","integer",2,276374,0.705957781592284,1,2,1.99820178258075,2,0.0423674335616329,2,"2",114907,0.998201782580746
"P6630s6a1","numeric",91,276374,0.705957781592284,0,2.8e+07,2257.43161561572,0,152871.86576442,NA,NA,NA,NA
"P6750","numeric",1063,269716,0.688950874611738,0,1e+08,697732.253416218,5e+05,1271467.32136497,NA,NA,NA,NA
"P6760","integer",12,269167,0.687548532777505,1,12,1.02992127271687,1,0.557358235426375,12,"1",121894,0.996509184849699
"P550","numeric",446,377392,0.963993787804479,0,3.6e+08,4405093.29440977,3400000,7033987.62865763,NA,NA,NA,NA
"P6800","integer",122,147374,0.376445765898316,1,130,45.1046560213671,48,15.5030876328428,NA,NA,NA,NA
"P6870","integer",9,147374,0.376445765898316,1,9,3.90840345084674,2,3.3024664720637,9,"1",94909,0.38878966384558
"P6920","integer",3,147374,0.376445765898316,1,3,1.62928795562729,2,0.520078329639946,3,"2",144538,0.592092219209058
"P7040","integer",2,147374,0.376445765898316,1,2,1.95028142589118,2,0.217363361773766,2,"2",231977,0.950281425891182
"P7045","integer",57,379351,0.968997772600948,0,99,13.3518167586718,12,9.11186133622455,NA,NA,NA,NA
"P7050","integer",9,379351,0.968997772600948,1,9,4.05190739062371,4,1.21702715834334,9,"4",8986,0.740380654197907
"P7070","numeric",275,148834,0.380175126696093,0,4.8e+07,17425.2148532499,0,239009.611390229,NA,NA,NA,NA
"P7090","integer",2,147374,0.376445765898316,1,2,1.91254086205625,2,0.282507281450849,2,"2",222764,0.912540862056252
"P7110","integer",2,370138,0.945464484224293,1,2,1.55611241217799,2,0.496853056614804,2,"2",11873,0.556112412177986
"P7120","integer",2,370138,0.945464484224293,1,2,1.0471662763466,1,0.211999348618488,2,"1",20343,0.952833723653396
"P7140s1","integer",2,332864,0.850253392185712,1,2,1.39475300218341,1,0.488801744101251,2,"1",35482,0.605246997816594
"P7140s2","integer",2,332864,0.850253392185712,1,2,1.02536503820961,1,0.157232549912276,2,"1",57137,0.974634961790393
"P7150","integer",2,332864,0.850253392185712,1,2,1.58905908842795,2,0.492008747898861,2,"2",34533,0.589059088427948
"P7160","integer",3,332864,0.850253392185712,1,9,1.1358658569869,1,0.730030747828429,3,"1",53704,0.916075327510917
"P7310","integer",2,362061,0.924832945071113,1,2,1.89332925544568,2,0.308699425290147,2,"2",26288,0.893329255445679
"P7350","integer",9,365200,0.932851070786333,1,9,2.03959981740718,1,1.5007356280658,9,"1",16512,0.628119293974437
"P7422","integer",2,365200,0.932851070786333,1,2,1.82661290322581,2,0.378588779183382,2,"2",21730,0.826612903225806
"P7422s1","numeric",298,365200,0.932851070786333,0,1.4e+07,114846.523128426,0,401370.875240565,NA,NA,NA,NA
"P7472","integer",2,273541,0.69872128903057,1,2,1.98503565160623,2,0.12141063234689,2,"2",116182,0.98503565160623
"P7472s1","numeric",175,273541,0.69872128903057,0,6e+06,7613.88878903327,0,99092.8153132983,NA,NA,NA,NA
"P7495","integer",2,0,0,1,2,1.89579246362596,2,0.305529972642086,2,"2",350692,0.89579246362596
"P7500s1","integer",3,350692,0.89579246362596,1,9,1.60045102461026,2,0.500896406925384,3,"2",24432,0.598882243357192
"P7500s1a1","numeric",317,0,0,0,5e+07,28987.2636887953,0,268219.085593767,NA,NA,NA,NA
"P7500s2","integer",3,350692,0.89579246362596,1,9,1.37162957152662,1,0.49447800285525,3,"1",25691,0.629743112069811
"P7500s2a1","numeric",1548,0,0,0,3.18e+08,85615.8262322439,0,833481.070623085,NA,NA,NA,NA
"P7500s3","integer",3,350692,0.89579246362596,1,9,1.94624472987548,2,0.267315631023369,3,"2",38483,0.943303265025983
"P7500s3a1","numeric",172,0,0,0,2.4e+07,2840.49610205174,0,97169.8798984367,NA,NA,NA,NA
"P7505","integer",2,0,0,1,2,1.76898908778813,2,0.421479921728661,2,"2",301050,0.768989087788131
"P7510s1","integer",3,301050,0.768989087788131,1,9,1.55175921625865,2,0.512644231341937,3,"2",49700,0.549547756474049
"P7510s1a1","numeric",526,0,0,0,4.8e+08,330022.138060433,0,2263391.79770153,NA,NA,NA,NA
"P7510s2","integer",3,301050,0.768989087788131,1,9,1.96518056569141,2,0.236430061594661,3,"2",87001,0.961996063601583
"P7510s2a1","numeric",205,0,0,0,2.5e+08,42491.3292565773,0,993615.785069319,NA,NA,NA,NA
"P7510s3","integer",3,301050,0.768989087788131,1,9,1.69233065746699,2,0.469512364657508,3,"2",62517,0.691269156770384
"P7510s3a1","numeric",971,0,0,0,3e+08,64952.4897800229,0,706248.05108975,NA,NA,NA,NA
"P7510s5","integer",3,301050,0.768989087788131,1,9,1.99203874477543,2,0.289933575348209,3,"2",88734,0.981158362635176
"P7510s5a1","numeric",193,0,0,0,4e+08,27044.8040859413,0,1562393.44386837,NA,NA,NA,NA
"P7510s6","integer",3,301050,0.768989087788131,1,9,1.84252194873836,2,0.497849656837293,3,"2",74708,0.82606868794091
"P7510s6a1","numeric",789,0,0,0,3.6e+08,23014.9210448377,0,811587.61172506,NA,NA,NA,NA
"P7510s7","integer",3,301050,0.768989087788131,1,9,1.86647205820562,2,0.401126224143968,3,"2",77778,0.860014595634578
"P7510s7a1","numeric",937,0,0,0,7e+08,84174.7230490282,0,2455510.24709375,NA,NA,NA,NA
"Pet","integer",1,0,0,1,1,1,1,0,1,"1",391488,1
"Oc","integer",1,147374,0.376445765898316,1,1,1,1,0,1,"1",244114,1
"Des","integer",1,362061,0.924832945071113,1,1,1,1,0,1,"1",29427,1
"Ina","integer",1,273541,0.69872128903057,1,1,1,1,0,1,"1",117947,1
"Impa","numeric",24745,154053,0.393506314369789,0,7e+07,942690.677548096,781000,1305945.01028765,NA,NA,NA,NA
"Isa","numeric",274,148834,0.380175126696093,0,4.8e+07,17425.2133696549,0,239009.61149697,NA,NA,NA,NA
"Ie","numeric",500,276374,0.705957781592284,0,9e+06,36348.6099953119,0,127753.761844174,NA,NA,NA,NA
"Imdi","numeric",338,385165,0.983848802517574,0,1.4e+07,619501.931836153,480000,724658.000369317,NA,NA,NA,NA
"Iof1","numeric",193,0,0,0,33333333.3333333,2253.73346096666,0,130199.453659693,NA,NA,NA,NA
"Iof2","numeric",1544,0,0,0,3.6e+07,83707.7217692387,0,473153.522600182,NA,NA,NA,NA
"Iof3h","numeric",674,0,0,0,4e+07,33816.7781109094,0,228329.077693023,NA,NA,NA,NA
"Iof3i","numeric",883,0,0,0,1095416.66666667,4745.4813685224,0,22220.4200520409,NA,NA,NA,NA
"Iof6","numeric",317,0,0,0,5e+07,28987.2636887953,0,268219.085593767,NA,NA,NA,NA
"Cclasnr2","integer",1,364441,0.930912314042831,1,1,1,1,0,1,"1",27047,1
"Cclasnr3","integer",1,390321,0.997019065718489,1,1,1,1,0,1,"1",1167,1
"Cclasnr4","integer",1,388721,0.9929320949812,1,1,1,1,0,1,"1",2767,1
"Cclasnr5","integer",1,391155,0.999149399215302,1,1,1,1,0,1,"1",333,1
"Cclasnr6","integer",1,390924,0.998559342815105,1,1,1,1,0,1,"1",564,1
"Cclasnr7","integer",1,387547,0.989933280202714,1,1,1,1,0,1,"1",3941,1
"Cclasnr8","integer",1,383691,0.980083680725846,1,1,1,1,0,1,"1",7797,1
"Cclasnr11","integer",1,390140,0.996556727153834,1,1,1,1,0,1,"1",1348,1
"Impaes","numeric",5118,363348,0.928120402157921,6667,5.2e+07,1271722.99601987,860000,1715411.74920316,NA,NA,NA,NA
"Isaes","numeric",117,390320,0.997016511361779,6000,4.8e+07,609824.900684932,250000,1658899.08862279,NA,NA,NA,NA
"Iees","numeric",211,388706,0.992893779630538,2000,8e+06,246170.700575126,180000,284377.379553453,NA,NA,NA,NA
"Imdies","numeric",97,391153,0.99914429050188,7000,6e+06,724556.11641791,6e+05,751718.236146922,NA,NA,NA,NA
"Iof1es","numeric",121,390923,0.998556788458395,83,2.5e+07,646456.738053097,166667,1800963.65593401,NA,NA,NA,NA
"Iof2es","numeric",461,387543,0.98992306277587,704000,1.8e+07,1885277.2539924,1380000,1557470.73628686,NA,NA,NA,NA
"Iof3hes","numeric",314,384126,0.981194825895047,1667,3e+07,360059.549850585,2e+05,657184.545371781,NA,NA,NA,NA
"Iof3ies","numeric",140,390642,0.997839014222658,2500,8e+05,70745.6323877069,65041.5,63534.8379843146,NA,NA,NA,NA
"Iof6es","numeric",131,390140,0.996556727153834,30000,3e+07,902847.731454005,550000,1392385.51821452,NA,NA,NA,NA
"Ingtotob","numeric",30429,0,0,0,85833333.3333333,756741.226463964,437000,1329775.29930397,NA,NA,NA,NA
"Ingtotes","numeric",6116,349088,0.891695275461828,83,5.5e+07,1159350.20181601,781242,1703038.01681795,NA,NA,NA,NA
"Ingtot","numeric",34887,0,0,0,85833333.3333333,882304.330714889,6e+05,1436634.80056972,NA,NA,NA,NA
"Fex_c","numeric",79729,0,0,1.27709503745322,918.608881441077,64.2831519839916,26.8131441000974,86.0235268006237,NA,NA,NA,NA
"Depto","integer",24,0,0,5,76,36.8127784248815,27,23.9480258959161,NA,NA,NA,NA
"Fex_dpto","numeric",47799,0,0,1.22781650607924,1740.31085352332,64.45660567242,26.8378892479989,89.0385715159582,NA,NA,NA,NA
"mayor_18","numeric",1,0,0,1,1,1,1,0,1,"1",391488,1
